"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.84002080670685e-15,0.841912190770619,0.306,0.237,5.5888769455184e-11,"0","ENSMUSG00000025877.14"
6.83755865058988e-15,0.283850407428824,0.498,0.433,1.34556316684958e-10,"0","ENSMUSG00000001156.9"
2.81886831099396e-14,0.686782672745542,0.424,0.37,5.54725094920502e-10,"0","ENSMUSG00000025701.12"
1.19340623966801e-13,0.43216239015722,0.449,0.383,2.34850413904267e-09,"0","ENSMUSG00000108268.1"
1.60160091537207e-13,0.734279143704556,0.263,0.194,3.15179044136069e-09,"0","ENSMUSG00000093973.1"
1.67286113838335e-13,0.875811230331467,0.337,0.276,3.29202343422459e-09,"0","ENSMUSG00000051314.11"
7.90011591883375e-13,0.649229156808198,0.44,0.394,1.55466381166729e-08,"0","ENSMUSG00000033066.16"
1.78847360084293e-12,0.448011286053669,0.411,0.352,3.5195371990988e-08,"0","ENSMUSG00000040528.15"
2.70776564791807e-12,0.451808191973103,0.493,0.459,5.32861201853797e-08,"0","ENSMUSG00000004552.16"
3.61355230814175e-12,0.428538287620685,0.44,0.371,7.11110958719215e-08,"0","ENSMUSG00000028524.21"
6.13293014106328e-12,0.404067623874172,0.469,0.432,1.20689932245984e-07,"0","ENSMUSG00000030083.11"
9.70029941806383e-12,0.442639390800055,0.46,0.427,1.90892192248078e-07,"0","ENSMUSG00000039232.12"
1.20268686327446e-11,0.599626366989066,0.311,0.25,2.36676747823781e-07,"0","ENSMUSG00000031825.16"
1.33507766143804e-11,0.623929836659055,0.431,0.397,2.62729932994392e-07,"0","ENSMUSG00000059714.13"
8.90478071761672e-11,0.380818596175918,0.524,0.506,1.75237179741979e-06,"0","ENSMUSG00000001687.15"
1.68638041537338e-10,0.265744930660677,0.578,0.478,3.31862801941327e-06,"0","ENSMUSG00000043633.6"
2.39967937468684e-10,0.388391353566684,0.495,0.477,4.72232904144623e-06,"0","ENSMUSG00000029030.14"
2.73592889236129e-10,0.82936395823625,0.276,0.224,5.38403446727778e-06,"0","ENSMUSG00000037493.6"
3.95627654468019e-10,1.01846507483721,0.266,0.217,7.78555661227614e-06,"0","ENSMUSG00000064179.13"
4.55562564791091e-10,0.538177421002807,0.489,0.473,8.96501571252388e-06,"0","ENSMUSG00000056234.15"
4.78137926895102e-10,0.85941191350986,0.307,0.26,9.40927626336871e-06,"0","ENSMUSG00000062866.16"
4.87119241748677e-10,0.497965593737485,0.266,0.198,9.58601955837222e-06,"0","ENSMUSG00000023988.8"
5.94206187025734e-10,0.530919279003596,0.39,0.349,1.16933835544794e-05,"0","ENSMUSG00000000486.13"
7.49990506345425e-10,0.547882576729281,0.429,0.404,1.47590631743716e-05,"0","ENSMUSG00000021892.14"
1.04825680740017e-09,0.485165655996293,0.471,0.449,2.0628645712828e-05,"0","ENSMUSG00000019920.18"
1.66183440337258e-09,0.711714183242337,0.346,0.313,3.2703239223969e-05,"0","ENSMUSG00000036257.15"
1.96681132823059e-09,0.447307162505378,0.42,0.372,3.87048801282497e-05,"0","ENSMUSG00000018476.7"
2.16933493141807e-09,0.529678237213858,0.386,0.342,4.26903421153761e-05,"0","ENSMUSG00000052534.15"
3.46412750276933e-09,0.516725883211788,0.456,0.44,6.81705651269977e-05,"0","ENSMUSG00000024011.17"
5.89642236429722e-09,0.266768267288405,0.59,0.561,0.000116035695707005,"0","ENSMUSG00000078122.4"
1.75576264406872e-08,0.47291410102728,0.469,0.456,0.000345516530726284,"0","ENSMUSG00000044199.6"
2.44981282778843e-08,0.601322806628895,0.38,0.355,0.000482098666380486,"0","ENSMUSG00000029821.15"
4.05608047539906e-08,0.297417922385692,0.594,0.584,0.000798196076753781,"0","ENSMUSG00000054733.9"
1.26514122702416e-07,0.572226074338585,0.374,0.345,0.00248967142066085,"0","ENSMUSG00000032739.16"
1.58708640077874e-07,0.462162060427478,0.498,0.492,0.00312322732809249,"0","ENSMUSG00000026357.3"
2.41952058825792e-07,0.495490295650692,0.474,0.459,0.00476137456563277,"0","ENSMUSG00000064215.13"
2.79856644810961e-07,0.887112324493697,0.261,0.223,0.0055072989132349,"0","ENSMUSG00000024142.15"
1.2488091080291e-06,0.367145389539554,0.456,0.46,0.0245753144369047,"0","ENSMUSG00000024986.12"
1.25807148389946e-06,0.561056881459292,0.3,0.269,0.0247575887316575,"0","ENSMUSG00000030653.17"
1.26466056170683e-06,0.353829110383782,0.337,0.306,0.0248872551938287,"0","ENSMUSG00000032434.9"
1.95146186474656e-06,0.543763474910412,0.325,0.295,0.0384028180363476,"0","ENSMUSG00000110195.1"
2.05265785939193e-06,0.32324330582956,0.578,0.607,0.0403942540149739,"0","ENSMUSG00000020803.3"
2.1901712775104e-06,0.551586212400172,0.355,0.339,0.0431003805701271,"0","ENSMUSG00000020801.8"
3.48826203355175e-06,0.483120487934518,0.301,0.268,0.0686455085582649,"0","ENSMUSG00000024451.9"
3.56131946425781e-06,0.59645043798589,0.326,0.298,0.0700832057371294,"0","ENSMUSG00000062526.4"
3.62870721544268e-06,0.528543485034927,0.38,0.361,0.0714093292926965,"0","ENSMUSG00000092412.1"
4.82230860094447e-06,0.380296074061093,0.286,0.249,0.0948982109579863,"0","ENSMUSG00000042613.9"
6.01914143049344e-06,0.487720379032161,0.298,0.268,0.11845068421068,"0","ENSMUSG00000040247.6"
6.13454979915391e-06,0.267329363305913,0.507,0.52,0.12072180549755,"0","ENSMUSG00000059436.13"
6.21595963323765e-06,0.389272738978619,0.496,0.505,0.122323869622484,"0","ENSMUSG00000020253.15"
1.11952554737946e-05,0.541778326937954,0.433,0.443,0.220311432468805,"0","ENSMUSG00000032872.16"
1.30107090717682e-05,0.42530853245279,0.445,0.449,0.256037743823327,"0","ENSMUSG00000023904.10"
1.32210682260641e-05,0.299220118401776,0.377,0.358,0.260177401620716,"0","ENSMUSG00000003153.10"
2.14501015631681e-05,0.344629399140208,0.508,0.514,0.422116548661584,"0","ENSMUSG00000031400.10"
2.27332730398487e-05,0.495771612304249,0.477,0.469,0.447368080151183,"0","ENSMUSG00000018796.13"
3.1584809388395e-05,0.746410512112818,0.313,0.291,0.621557463954225,"0","ENSMUSG00000105134.1"
4.5964982490699e-05,0.489250772664047,0.38,0.366,0.904544890434466,"0","ENSMUSG00000029359.13"
0.000194827436850347,0.719582908254742,0.276,0.259,1,"0","ENSMUSG00000087370.3"
0.000224457822466444,0.428167384677639,0.392,0.378,1,"0","ENSMUSG00000074272.10"
0.000282462037686062,0.325187139295607,0.541,0.567,1,"0","ENSMUSG00000028161.17"
0.000284667233570678,0.31858837162979,0.373,0.369,1,"0","ENSMUSG00000026430.16"
0.000321487784403986,0.423643604825315,0.355,0.353,1,"0","ENSMUSG00000001741.12"
0.000406286853998187,0.314689592029303,0.487,0.512,1,"0","ENSMUSG00000032398.7"
0.000562368104875488,0.322292785385477,0.411,0.424,1,"0","ENSMUSG00000038366.15"
0.00064203322813559,0.340071712982415,0.442,0.459,1,"0","ENSMUSG00000058794.12"
0.000673967062697784,0.498420874531299,0.267,0.247,1,"0","ENSMUSG00000047735.14"
0.000907018201007964,0.386646984072377,0.27,0.251,1,"0","ENSMUSG00000066684.10"
0.00146119868258567,0.666671230786452,0.266,0.256,1,"0","ENSMUSG00000037318.10"
0.00164532445207268,0.370726805049527,0.437,0.457,1,"0","ENSMUSG00000005803.14"
0.00173656717405282,0.68279328980456,0.257,0.243,1,"0","ENSMUSG00000109209.1"
0.00200106396344737,0.434632673685402,0.293,0.284,1,"0","ENSMUSG00000047888.10"
0.00292214876691972,0.262275586360241,0.513,0.54,1,"0","ENSMUSG00000070031.11"
0.00296284569137276,0.602716250079095,0.263,0.249,1,"0","ENSMUSG00000041324.14"
0.00321269903555088,0.298537642830721,0.383,0.364,1,"0","ENSMUSG00000091367.1"
0.00584837465694979,0.526214013751058,0.279,0.273,1,"0","ENSMUSG00000028776.14"
0.0064470637930844,0.413641233538385,0.379,0.386,1,"0","ENSMUSG00000022555.12"
0.00677284101207357,0.351760095698544,0.406,0.419,1,"0","ENSMUSG00000020432.12"
0.00729124294023822,0.292806807974285,0.356,0.342,1,"0","ENSMUSG00000067949.5"
0,2.28890305573075,0.703,0.184,0,"1","ENSMUSG00000026355.11"
0,1.97342659188536,0.851,0.348,0,"1","ENSMUSG00000027342.14"
0,2.32664575298347,0.702,0.226,0,"1","ENSMUSG00000056394.17"
0,1.6063705839858,0.99,0.545,0,"1","ENSMUSG00000026835.15"
0,2.80683252477373,0.446,0.077,0,"1","ENSMUSG00000028212.16"
2.99482969969745e-298,1.70025757844161,0.758,0.287,5.89352536603461e-294,"1","ENSMUSG00000027203.15"
3.64177527278489e-297,1.01955227498214,0.999,0.919,7.16664955931339e-293,"1","ENSMUSG00000003038.15"
8.31595270352736e-291,1.91006942410114,0.694,0.247,1.63649633252715e-286,"1","ENSMUSG00000005410.6"
2.25050924420828e-277,1.58293016518225,0.792,0.335,4.42877714167747e-273,"1","ENSMUSG00000032397.7"
3.41646983533899e-269,1.36492154308007,0.893,0.485,6.7232709889636e-265,"1","ENSMUSG00000004642.13"
2.53586340039012e-266,2.30974229637551,0.496,0.128,4.99032558562771e-262,"1","ENSMUSG00000050410.15"
1.26142434363651e-258,1.85128657119582,0.608,0.2,2.48235696584229e-254,"1","ENSMUSG00000055612.15"
6.06983417887297e-231,1.85994274399202,0.522,0.155,1.19448266806041e-226,"1","ENSMUSG00000041859.10"
1.9858888063345e-224,2.19747138930334,0.406,0.096,3.90803058198567e-220,"1","ENSMUSG00000025001.11"
3.15728659970651e-222,0.504382523007456,0.784,0.328,6.21322429956244e-218,"1","ENSMUSG00000024681.11"
2.93328280924926e-219,1.93114528548798,0.471,0.133,5.77240724032162e-215,"1","ENSMUSG00000002870.8"
1.85281879217893e-213,0.908488589862399,0.984,0.635,3.64616210112891e-209,"1","ENSMUSG00000025351.14"
5.33505967950144e-212,1.50374948629315,0.754,0.37,1.04988639432909e-207,"1","ENSMUSG00000020649.11"
4.03924646708648e-207,2.30487556741294,0.366,0.084,7.94883312257949e-203,"1","ENSMUSG00000027490.17"
4.01475010336677e-206,1.51826141310455,0.633,0.248,7.90062672841546e-202,"1","ENSMUSG00000029730.16"
7.5814017274217e-206,1.88808542134322,0.482,0.147,1.49194404593932e-201,"1","ENSMUSG00000022673.5"
2.78499148423886e-204,1.26989458838006,0.78,0.385,5.48058474183365e-200,"1","ENSMUSG00000006715.11"
2.63579118415273e-203,0.80179204637161,1,0.998,5.18697347129416e-199,"1","ENSMUSG00000038357.10"
4.4157996548122e-202,0.843054259842951,0.994,0.791,8.68985214070492e-198,"1","ENSMUSG00000054091.9"
4.70202176921372e-202,0.860200962439371,0.986,0.735,9.25310863963569e-198,"1","ENSMUSG00000028603.15"
4.13810588402943e-201,1.20548877419031,0.836,0.448,8.14337856918152e-197,"1","ENSMUSG00000043445.7"
6.19622106046117e-201,1.18852337087062,0.797,0.386,1.21935434248815e-196,"1","ENSMUSG00000024667.12"
2.85601695926761e-198,1.99266621608428,0.473,0.15,5.62035577414273e-194,"1","ENSMUSG00000025395.14"
