"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSMUSG00000001525.10",0.0107350801876346,-0.452782670538236,0.316,0.368,1
"ENSMUSG00000098134.1",0.862289068354527,-0.452820333914022,0.051,0.053,1
"ENSMUSG00000036002.12",0.298928142702638,-0.453385865499983,0.066,0.081,1
"ENSMUSG00000008763.16",0.478186281543299,-0.453836684238303,0.042,0.051,1
"ENSMUSG00000050552.8",5.97661784475381e-16,-0.45394596558612,0.932,0.963,1.1761386256691e-11
"ENSMUSG00000112449.1",0.203140269799601,-0.454074004847975,0.107,0.128,1
"ENSMUSG00000079108.6",0.203140269799601,-0.454074004847975,0.107,0.128,1
"ENSMUSG00000031590.8",0.0151780900329963,-0.454155301810626,0.322,0.37,1
"ENSMUSG00000040152.8",1.73309946433955e-06,-0.45422093378996,0.55,0.668,0.0341056643587379
"ENSMUSG00000000486.13",0.00466941046747947,-0.455023813288007,0.36,0.409,1
"ENSMUSG00000016344.14",0.093961457927674,-0.455326671766223,0.119,0.148,1
"ENSMUSG00000039244.10",0.287731156667904,-0.45534004552896,0.04,0.053,1
"ENSMUSG00000021748.9",0.111787254620888,-0.455672482149335,0.134,0.163,1
"ENSMUSG00000067370.4",0.0629108324179813,-0.456067685372125,0.09,0.12,1
"ENSMUSG00000026456.18",0.128271257485676,-0.456285028932799,0.09,0.114,1
"ENSMUSG00000032508.8",0.207150003700609,-0.456455179858674,0.151,0.173,1
"ENSMUSG00000025980.14",0.0963350652203016,-0.45673035961028,0.092,0.12,1
"ENSMUSG00000108291.1",0.282312123414874,-0.45688885230619,0.119,0.137,1
"ENSMUSG00000028809.16",0.175838503225254,-0.45741252411077,0.233,0.253,1
"ENSMUSG00000030990.18",0.391923941895057,-0.457428393490907,0.044,0.054,1
"ENSMUSG00000029458.14",0.429399418599758,-0.457624254486236,0.083,0.094,1
"ENSMUSG00000027881.14",0.119032920992759,-0.458868904402014,0.149,0.175,1
"ENSMUSG00000081684.4",0.100490869404043,-0.459059533655228,0.112,0.143,1
"ENSMUSG00000037400.17",0.0484438455961306,-0.459117659403555,0.195,0.235,1
"ENSMUSG00000024780.7",0.92356081314372,-0.45914674098398,0.072,0.072,1
"ENSMUSG00000116988.1",0.264114856522932,-0.459236854758108,0.072,0.088,1
"ENSMUSG00000021846.9",0.755332931502619,-0.459560395783492,0.075,0.07,1
"ENSMUSG00000022681.15",0.259728121826597,-0.460078175460234,0.162,0.178,1
"ENSMUSG00000030327.8",0.171405340948537,-0.460301853855446,0.035,0.051,1
"ENSMUSG00000001729.14",0.243445713844709,-0.460365667438727,0.086,0.104,1
"ENSMUSG00000022570.7",0.538198668624443,-0.460428184195002,0.074,0.081,1
"ENSMUSG00000031862.11",0.556677125628758,-0.460505689567019,0.044,0.051,1
"ENSMUSG00000004609.11",0.00697311005939362,-0.460654817147187,0.531,0.56,1
"ENSMUSG00000018196.18",0.417114109837721,-0.461044485357147,0.143,0.155,1
"ENSMUSG00000069049.11",0.24409297372263,-0.461050523307461,0.119,0.138,1
"ENSMUSG00000023106.15",0.0622483336175579,-0.461380048021681,0.169,0.205,1
"ENSMUSG00000037772.13",0.577411776640281,-0.46139085843938,0.121,0.129,1
"ENSMUSG00000074698.10",0.0287473004106973,-0.461421306906134,0.316,0.36,1
"ENSMUSG00000025034.9",0.721042097106463,-0.461553172605933,0.125,0.127,1
"ENSMUSG00000036112.15",0.111639089382025,-0.462739178497584,0.301,0.323,1
"ENSMUSG00000021661.16",0.499394950684666,-0.462948187660654,0.074,0.082,1
"ENSMUSG00000030956.15",0.0170225625835259,-0.463031932511948,0.131,0.176,1
"ENSMUSG00000044763.8",0.207403820713511,-0.463338946094511,0.044,0.059,1
"ENSMUSG00000030474.9",0.00303506924067238,-0.464988351536954,0.322,0.393,1
"ENSMUSG00000020743.15",0.0940657964649074,-0.465057585593176,0.046,0.067,1
"ENSMUSG00000024487.5",0.154116149522145,-0.465230303420065,0.094,0.117,1
"ENSMUSG00000033352.11",0.147914517064578,-0.466129992616755,0.062,0.083,1
"ENSMUSG00000005656.9",0.049453679786373,-0.466204264934186,0.235,0.269,1
"ENSMUSG00000073973.4",0.9320768222053,-0.466470202376541,0.064,0.065,1
"ENSMUSG00000026500.6",0.159916922586418,-0.46650979244947,0.11,0.135,1
"ENSMUSG00000039050.8",0.1248264675314,-0.466918310999367,0.127,0.154,1
"ENSMUSG00000026928.14",0.79651372523579,-0.46692566459653,0.085,0.086,1
"ENSMUSG00000050931.7",0.0922149106369223,-0.467226101318995,0.119,0.149,1
"ENSMUSG00000030265.14",0.0686793549190276,-0.467550440975339,0.259,0.294,1
"ENSMUSG00000068732.5",0.119381842067315,-0.467661139408925,0.066,0.09,1
"ENSMUSG00000026199.17",0.0147923406629653,-0.468041919561228,0.092,0.137,1
"ENSMUSG00000052997.15",0.156127173379228,-0.4687187291245,0.165,0.19,1
"ENSMUSG00000028134.11",0.0589785912707273,-0.46900636859762,0.04,0.064,1
"ENSMUSG00000117379.1",1.19596162894013e-08,-0.469035066961703,0.768,0.804,0.000235353288959129
"ENSMUSG00000003423.15",0.0211882037329405,-0.470096330577369,0.167,0.214,1
"ENSMUSG00000041417.15",0.395502180893817,-0.470261107142239,0.079,0.091,1
"ENSMUSG00000036504.6",0.478601097199076,-0.470339426322878,0.074,0.083,1
"ENSMUSG00000063480.8",0.103732618222788,-0.470350194592249,0.232,0.26,1
"ENSMUSG00000057244.6",0.100291591344365,-0.471308159509919,0.108,0.138,1
"ENSMUSG00000061479.15",0.394627513308943,-0.471487284780622,0.086,0.098,1
"ENSMUSG00000078249.5",0.890136176420343,-0.472011193452416,0.07,0.071,1
"ENSMUSG00000027852.14",0.300442941866735,-0.472731032868845,0.217,0.23,1
"ENSMUSG00000011148.14",0.0861824060230275,-0.473007211214958,0.244,0.274,1
"ENSMUSG00000068335.6",0.56614635357661,-0.473453233360672,0.077,0.067,1
"ENSMUSG00000070713.5",0.205636414357238,-0.473494332728822,0.079,0.099,1
"ENSMUSG00000037287.15",0.469052281254414,-0.474042357486696,0.068,0.077,1
"ENSMUSG00000096054.3",1.34959277612487e-06,-0.474500536395339,0.504,0.613,0.0265586362413613
"ENSMUSG00000109610.1",0.273211035642146,-0.474935597674342,0.04,0.053,1
"ENSMUSG00000012535.14",0.558359795099978,-0.47580548872511,0.062,0.07,1
"ENSMUSG00000031516.11",0.135114037166674,-0.476043311289042,0.195,0.22,1
"ENSMUSG00000113424.1",0.496443472606221,-0.4766962204378,0.202,0.208,1
"ENSMUSG00000027088.10",0.46998995769341,-0.476730118587116,0.048,0.056,1
"ENSMUSG00000035967.15",0.648613002708223,-0.476780908100671,0.061,0.065,1
"ENSMUSG00000057858.8",0.00294983236232534,-0.476867104223365,0.134,0.198,1
"ENSMUSG00000032435.9",0.0559246020911174,-0.477035538749023,0.101,0.136,1
"ENSMUSG00000047617.11",0.0213236125026887,-0.477277417196978,0.162,0.207,1
"ENSMUSG00000079562.7",0.0490138357699219,-0.477821926150165,0.206,0.247,1
"ENSMUSG00000020894.16",0.779429832417509,-0.478526579266852,0.072,0.074,1
"ENSMUSG00000101585.6",0.00731123769328887,-0.479149481786141,0.206,0.266,1
"ENSMUSG00000007564.15",0.0081022584649784,-0.479339555510907,0.279,0.33,1
"ENSMUSG00000053907.10",0.291565123445976,-0.479820678579,0.09,0.105,1
"ENSMUSG00000009079.16",0.0229115269130529,-0.480048350744529,0.276,0.319,1
"ENSMUSG00000011306.7",0.0832766580654741,-0.480813244408027,0.05,0.073,1
"ENSMUSG00000029623.14",0.040814357890806,-0.481196218352689,0.132,0.169,1
"ENSMUSG00000040396.12",0.941473244991554,-0.481217120022184,0.07,0.067,1
"ENSMUSG00000024346.6",0.19463281159555,-0.48158356290514,0.178,0.198,1
"ENSMUSG00000021608.15",0.240854948714822,-0.481616095843743,0.097,0.116,1
"ENSMUSG00000031347.12",0.0448587817879169,-0.482966731762174,0.118,0.154,1
"ENSMUSG00000027423.15",0.623696878915599,-0.483038695789333,0.079,0.07,1
"ENSMUSG00000056260.15",0.205164987908296,-0.483438160982175,0.074,0.092,1
"ENSMUSG00000032637.15",0.643167232991399,-0.483587412295722,0.055,0.061,1
"ENSMUSG00000029202.12",0.483643022853242,-0.483975565312398,0.103,0.112,1
"ENSMUSG00000001156.9",0.00190794581994761,-0.484271797390021,0.469,0.516,1
"ENSMUSG00000063785.12",0.18068077917039,-0.484423383283184,0.11,0.131,1
"ENSMUSG00000025228.5",0.324249439800766,-0.484615632983269,0.092,0.107,1
"ENSMUSG00000038628.8",0.152498271913094,-0.48479237620984,0.064,0.084,1
"ENSMUSG00000033237.19",0.392959250825232,-0.485217468794692,0.083,0.094,1
"ENSMUSG00000062995.12",0.120562931331934,-0.485328079063053,0.066,0.089,1
"ENSMUSG00000034252.14",0.058516992562076,-0.485393648710161,0.103,0.135,1
"ENSMUSG00000017776.15",0.0481974140611502,-0.485751155091877,0.127,0.164,1
"ENSMUSG00000031652.11",0.184432116563511,-0.485841464336887,0.142,0.164,1
"ENSMUSG00000041236.8",0.441957803949497,-0.486078005237291,0.044,0.053,1
"ENSMUSG00000024045.6",0.259708365240556,-0.486828248590425,0.046,0.059,1
"ENSMUSG00000004789.10",0.0754305725176566,-0.487365983406859,0.224,0.255,1
"ENSMUSG00000057580.4",0.0567793699403666,-0.487636910072823,0.195,0.231,1
"ENSMUSG00000034789.8",0.00092056656536055,-0.487988575115626,0.41,0.48,1
"ENSMUSG00000017286.15",0.125841612633401,-0.488328997750704,0.131,0.157,1
"ENSMUSG00000032854.12",0.287997123280261,-0.488764328769813,0.09,0.105,1
"ENSMUSG00000037296.7",0.0654781714483023,-0.488858864237419,0.125,0.158,1
"ENSMUSG00000028568.16",0.116180838445159,-0.489105692542179,0.129,0.155,1
"ENSMUSG00000020124.10",0.530885102594379,-0.489200904296698,0.184,0.189,1
"ENSMUSG00000030805.14",0.203173311958583,-0.489627972228633,0.09,0.109,1
"ENSMUSG00000001134.9",0.810242049560571,-0.490516566889883,0.09,0.091,1
"ENSMUSG00000009293.17",0.255792640872192,-0.490788348294053,0.154,0.172,1
"ENSMUSG00000027011.14",0.907696381106703,-0.490809144184309,0.18,0.174,1
"ENSMUSG00000017831.8",0.0322813984408912,-0.491290734928094,0.213,0.256,1
"ENSMUSG00000041308.6",0.179661338894142,-0.491372991919347,0.057,0.075,1
"ENSMUSG00000039753.16",0.115580403369187,-0.491840425640011,0.189,0.218,1
"ENSMUSG00000022000.11",0.128860522894844,-0.491875850305665,0.066,0.088,1
"ENSMUSG00000105134.1",0.114683389019491,-0.492722660715021,0.296,0.323,1
"ENSMUSG00000052760.16",0.186152406431889,-0.492906460671154,0.075,0.095,1
"ENSMUSG00000064037.13",0.140054914181253,-0.494108035619328,0.039,0.056,1
"ENSMUSG00000020732.13",0.0435074871187797,-0.494370279892416,0.142,0.181,1
"ENSMUSG00000030417.15",0.397665031736276,-0.494526639247008,0.217,0.227,1
"ENSMUSG00000025485.13",0.277900710296865,-0.494918408128258,0.134,0.152,1
"ENSMUSG00000003662.10",0.176185425749478,-0.494948367524056,0.046,0.063,1
"ENSMUSG00000033543.17",6.61271076253868e-07,-0.495159244926343,0.298,0.423,0.0130131535095999
"ENSMUSG00000025484.9",0.243318142979063,-0.495311698342896,0.105,0.123,1
"ENSMUSG00000037366.14",0.69196997919928,-0.495324404258501,0.05,0.045,1
"ENSMUSG00000090083.11",0.025230699881451,-0.495389797719673,0.167,0.212,1
"ENSMUSG00000027739.9",0.46738622349216,-0.495780700186491,0.202,0.209,1
"ENSMUSG00000056708.5",0.0889311792618831,-0.496066679913552,0.118,0.148,1
"ENSMUSG00000038619.12",0.217994440770587,-0.496279093618029,0.134,0.154,1
"ENSMUSG00000027180.12",0.113169733685065,-0.496397475774417,0.119,0.146,1
"ENSMUSG00000018736.14",0.0491726141367463,-0.496977290348395,0.217,0.248,1
"ENSMUSG00000026977.17",0.0348398125626474,-0.497411037235044,0.11,0.15,1
"ENSMUSG00000031833.10",0.419833812327945,-0.49909589082127,0.046,0.055,1
"ENSMUSG00000025283.15",7.40551851213232e-09,-0.499393356138999,0.829,0.848,0.000145733198800252
"ENSMUSG00000025162.18",0.255559789733454,-0.499502986630573,0.156,0.175,1
"ENSMUSG00000043587.15",0.35697776945539,-0.499846828770834,0.105,0.118,1
"ENSMUSG00000022757.19",0.0429878295041702,-0.50029208222542,0.083,0.116,1
"ENSMUSG00000028322.11",0.439272523055903,-0.500601738390357,0.051,0.061,1
"ENSMUSG00000079083.3",0.374892652066315,-0.500871006127119,0.061,0.072,1
"ENSMUSG00000058755.3",0.0492936010294121,-0.501228918487816,0.176,0.217,1
"ENSMUSG00000073079.6",0.203596452515012,-0.502025048742639,0.114,0.136,1
"ENSMUSG00000003531.15",0.428995295168322,-0.502254456073743,0.112,0.122,1
"ENSMUSG00000073435.10",0.686561749529999,-0.502938828822703,0.092,0.095,1
"ENSMUSG00000020430.12",0.260132462231185,-0.503694144896697,0.046,0.059,1
"ENSMUSG00000044573.16",0.0407149638949408,-0.503797091387617,0.202,0.244,1
"ENSMUSG00000047881.14",0.0508039598727375,-0.504583095171952,0.04,0.065,1
"ENSMUSG00000035863.14",0.372799406915032,-0.504897441672621,0.121,0.135,1
"ENSMUSG00000006728.12",0.99816638605114,-0.506161517237211,0.057,0.056,1
"ENSMUSG00000053329.7",0.168184417261085,-0.506602881948229,0.05,0.067,1
"ENSMUSG00000061306.16",0.190481656414236,-0.507355171710076,0.07,0.089,1
"ENSMUSG00000036104.12",0.297659396051244,-0.507448515214283,0.055,0.068,1
"ENSMUSG00000028643.11",0.0465899655871405,-0.50797455323225,0.118,0.155,1
"ENSMUSG00000040732.20",0.116729117936425,-0.509038228096676,0.068,0.091,1
"ENSMUSG00000115816.1",0.265545861608059,-0.509109100993838,0.046,0.059,1
"ENSMUSG00000028329.13",0.0249329629734831,-0.509446870992475,0.195,0.241,1
"ENSMUSG00000025470.11",0.964604758907219,-0.509896983343446,0.05,0.049,1
"ENSMUSG00000020644.9",1.41331588801004e-11,-0.510628830846563,0.789,0.846,2.78126433601495e-07
"ENSMUSG00000041702.7",0.400389985779277,-0.510699713064699,0.05,0.059,1
"ENSMUSG00000038803.7",6.12653201488332e-07,-0.510857633954417,0.515,0.63,0.0120564023520889
"ENSMUSG00000110125.1",0.155690522806488,-0.51105957292644,0.053,0.072,1
"ENSMUSG00000020288.13",0.00837435666349954,-0.511764227711866,0.022,0.051,1
"ENSMUSG00000032604.16",0.213072247008932,-0.51194144869655,0.099,0.118,1
"ENSMUSG00000005371.15",0.366395556278533,-0.512290591786508,0.07,0.082,1
"ENSMUSG00000031393.16",0.660264569113074,-0.512818249402816,0.046,0.051,1
"ENSMUSG00000054693.14",0.363982910385697,-0.512908439238939,0.088,0.101,1
"ENSMUSG00000020697.16",0.00104284954491749,-0.513072209255031,0.055,0.108,1
"ENSMUSG00000028106.13",0.404809037262259,-0.515692405543171,0.042,0.052,1
"ENSMUSG00000037236.16",0.000497355875717183,-0.515842376747574,0.11,0.181,1
"ENSMUSG00000063334.16",0.019979159946102,-0.515996494587917,0.112,0.155,1
"ENSMUSG00000028187.10",0.249671365959063,-0.516000048954584,0.079,0.095,1
"ENSMUSG00000030291.12",8.5291657811763e-06,-0.517643387861891,0.393,0.512,0.167845453407768
"ENSMUSG00000054814.14",0.162787380092179,-0.518301701365655,0.121,0.146,1
"ENSMUSG00000062054.7",0.077148896438567,-0.519508288602498,0.094,0.122,1
"ENSMUSG00000047260.4",0.118432631778919,-0.519542597766491,0.151,0.177,1
"ENSMUSG00000032370.8",0.111968641785365,-0.519724897489166,0.083,0.108,1
"ENSMUSG00000034192.5",0.257594247701111,-0.519948680317849,0.129,0.146,1
"ENSMUSG00000031546.6",0.0619979456593176,-0.520222315943807,0.09,0.121,1
"ENSMUSG00000040263.16",0.442022860154891,-0.520241821088559,0.059,0.068,1
"ENSMUSG00000029777.10",0.454363084604728,-0.520674173813907,0.097,0.107,1
"ENSMUSG00000038145.17",0.23719358476734,-0.520689744484105,0.158,0.176,1
"ENSMUSG00000049354.8",0.310582105170801,-0.520740337366179,0.051,0.064,1
"ENSMUSG00000062580.9",0.0190038132196728,-0.521129849426967,0.123,0.167,1
"ENSMUSG00000028330.8",0.0496171591012668,-0.521590723430434,0.186,0.223,1
"ENSMUSG00000026361.9",0.00108583412614219,-0.521897702421685,0.029,0.071,1
"ENSMUSG00000032977.9",0.38083164394978,-0.521922299929158,0.094,0.107,1
"ENSMUSG00000026790.19",0.30619044205279,-0.521962605670423,0.044,0.056,1
"ENSMUSG00000064289.15",0.0150622005900222,-0.522134372133135,0.165,0.213,1
"ENSMUSG00000042625.16",0.22298726843944,-0.522166899817396,0.072,0.089,1
"ENSMUSG00000073422.11",0.268397198590541,-0.523071553265129,0.097,0.113,1
"ENSMUSG00000061118.8",0.157650950043725,-0.523495722731424,0.072,0.092,1
"ENSMUSG00000104291.1",0.582920920928296,-0.524251982958847,0.094,0.101,1
"ENSMUSG00000026097.9",0.0999677227456089,-0.524868392793487,0.061,0.084,1
"ENSMUSG00000003458.12",0.437611795834218,-0.52491333807253,0.086,0.097,1
"ENSMUSG00000057262.2",0.481005969394271,-0.525009975273909,0.116,0.101,1
"ENSMUSG00000026755.14",0.155839970697272,-0.525167437404813,0.169,0.192,1
"ENSMUSG00000060679.14",0.0925452017914305,-0.525258235739105,0.097,0.126,1
"ENSMUSG00000030983.4",0.108973103695397,-0.525324607771682,0.134,0.163,1
"ENSMUSG00000008429.8",0.0479673133432568,-0.525355602407746,0.107,0.141,1
"ENSMUSG00000074922.1",0.0114654324086353,-0.525457089751594,0.114,0.162,1
"ENSMUSG00000021728.8",0.000404931273043257,-0.52597085754655,0.395,0.481,1
"ENSMUSG00000024908.15",0.098317813396279,-0.526308946586931,0.085,0.111,1
"ENSMUSG00000022295.8",0.016057774974702,-0.527466303188937,0.182,0.228,1
"ENSMUSG00000026781.17",0.0578077576961307,-0.527985988197827,0.05,0.075,1
"ENSMUSG00000024404.7",0.000246255211225482,-0.528292803593638,0.452,0.523,1
"ENSMUSG00000037221.13",0.072464806935903,-0.529603291370198,0.188,0.218,1
"ENSMUSG00000026634.16",0.674167115471435,-0.529797300441281,0.097,0.102,1
"ENSMUSG00000023800.15",0.306504946560029,-0.530005379317955,0.068,0.082,1
"ENSMUSG00000057506.5",0.486502747217066,-0.530136510125488,0.154,0.162,1
"ENSMUSG00000044768.16",0.00230573447601518,-0.530138678317438,0.384,0.442,1
"ENSMUSG00000026289.15",0.172644369911219,-0.531322660697566,0.046,0.063,1
"ENSMUSG00000069520.6",0.198849751884554,-0.531727298443585,0.075,0.094,1
"ENSMUSG00000032369.13",0.0652675243837131,-0.53273993393257,0.392,0.4,1
"ENSMUSG00000068479.5",0.0418262327110301,-0.5327471118179,0.215,0.249,1
"ENSMUSG00000033918.16",0.0380561096131753,-0.532779275939446,0.145,0.183,1
"ENSMUSG00000026775.9",0.107931769842369,-0.532897726631567,0.11,0.137,1
"ENSMUSG00000024997.7",0.338663317237569,-0.533149394032423,0.075,0.088,1
"ENSMUSG00000027365.14",0.230759524353062,-0.534075589620036,0.048,0.063,1
"ENSMUSG00000069917.7",0.000157556627137557,-0.534594208109747,0.625,0.652,1
"ENSMUSG00000115919.1",0.156222881780037,-0.534723982436085,0.037,0.053,1
"ENSMUSG00000068391.8",0.147597867837805,-0.535026481171334,0.226,0.247,1
"ENSMUSG00000022201.16",0.638734977280535,-0.535171585836285,0.053,0.058,1
"ENSMUSG00000036712.15",0.315460474061842,-0.535240400085371,0.096,0.11,1
"ENSMUSG00000084806.1",0.186739804097624,-0.536047443450365,0.05,0.066,1
"ENSMUSG00000032478.14",0.467083872702544,-0.537018966650969,0.048,0.056,1
"ENSMUSG00000115869.1",0.076616713248286,-0.537148278575617,0.162,0.194,1
"ENSMUSG00000029328.15",0.000184919457118262,-0.537150074565994,0.233,0.318,1
"ENSMUSG00000037355.14",0.307988364795034,-0.537879704085783,0.068,0.082,1
"ENSMUSG00000115946.2",0.0715729082228304,-0.538090348572151,0.04,0.063,1
"ENSMUSG00000036632.9",0.129174732177416,-0.538740506992382,0.068,0.09,1
"ENSMUSG00000104960.1",0.00675764361778504,-0.539015289557871,0.107,0.157,1
"ENSMUSG00000092232.1",0.379996522002075,-0.539062477685856,0.053,0.064,1
"ENSMUSG00000029404.15",0.0597959175935753,-0.539466114967654,0.14,0.173,1
"ENSMUSG00000045969.8",0.263113553462389,-0.539966578279866,0.094,0.111,1
"ENSMUSG00000029836.15",0.00132753044552699,-0.540200495694695,0.18,0.242,1
"ENSMUSG00000062203.15",0.524686995428087,-0.540256292011059,0.048,0.055,1
"ENSMUSG00000030750.13",0.293005016131078,-0.540320232894626,0.151,0.165,1
"ENSMUSG00000052298.12",0.283615013165811,-0.540423053194456,0.079,0.094,1
"ENSMUSG00000059119.9",0.333796348332137,-0.541977401227489,0.182,0.196,1
"ENSMUSG00000027854.12",0.00588212605610263,-0.542968640602977,0.158,0.214,1
"ENSMUSG00000114797.1",0.141779929481366,-0.543028121722369,0.059,0.079,1
"ENSMUSG00000114133.1",0.0630845397786073,-0.543130517288348,0.125,0.157,1
"ENSMUSG00000028053.13",0.236911762198352,-0.543196120408903,0.085,0.102,1
"ENSMUSG00000005413.8",0.811921287287746,-0.543622471509662,0.059,0.061,1
"ENSMUSG00000026073.13",0.0146525591263737,-0.543625459054006,0.147,0.196,1
"ENSMUSG00000052738.14",0.0319039516008837,-0.543976188721691,0.208,0.248,1
"ENSMUSG00000026127.13",0.231828250661779,-0.544041081218982,0.061,0.076,1
"ENSMUSG00000029814.10",0.0668505840693347,-0.54409063487266,0.154,0.19,1
"ENSMUSG00000054509.7",0.730485991776876,-0.545936418910014,0.051,0.055,1
"ENSMUSG00000070319.6",0.0309251867292775,-0.546170797968494,0.136,0.177,1
"ENSMUSG00000091803.7",0.00977917831018262,-0.546337408590981,0.197,0.251,1
"ENSMUSG00000005069.12",0.348053986517129,-0.546474223977945,0.042,0.053,1
"ENSMUSG00000082585.3",0.459827987264073,-0.54647808706477,0.05,0.058,1
"ENSMUSG00000024002.18",0.001825734709169,-0.546575736962011,0.199,0.266,1
"ENSMUSG00000045767.9",0.0104326602244806,-0.547272727474786,0.123,0.171,1
"ENSMUSG00000027809.14",0.388095908071343,-0.54813949680492,0.044,0.054,1
"ENSMUSG00000031392.18",0.736369647683719,-0.548238543373936,0.061,0.064,1
"ENSMUSG00000032555.10",0.205184352849957,-0.548297414074234,0.046,0.062,1
"ENSMUSG00000024180.14",0.274142444724317,-0.548364680607809,0.04,0.053,1
"ENSMUSG00000034255.17",0.275524167678942,-0.548535808015333,0.042,0.055,1
"ENSMUSG00000037458.15",0.0982300316619824,-0.548722388077104,0.134,0.163,1
"ENSMUSG00000078919.10",0.0278593334720208,-0.548815966474828,0.254,0.294,1
"ENSMUSG00000019826.11",0.611455697711735,-0.549306204383929,0.05,0.055,1
"ENSMUSG00000057036.7",0.118464659980129,-0.551408652676523,0.101,0.127,1
"ENSMUSG00000026333.14",0.522936416628424,-0.551466304487688,0.051,0.058,1
"ENSMUSG00000032047.5",0.0605556401922167,-0.551878561669775,0.04,0.064,1
"ENSMUSG00000020453.17",0.189309365076394,-0.552663950952113,0.05,0.066,1
"ENSMUSG00000020841.5",0.236512393903676,-0.553213017597048,0.096,0.113,1
"ENSMUSG00000024006.17",0.00331394908726268,-0.554745870425806,0.318,0.379,1
"ENSMUSG00000045551.7",0.00129980344627522,-0.554882312577626,0.204,0.276,1
"ENSMUSG00000024456.16",0.715123757427193,-0.555242857610029,0.119,0.121,1
"ENSMUSG00000090258.7",0.105361599534105,-0.55543367247176,0.252,0.276,1
"ENSMUSG00000026269.14",0.122013118302427,-0.55544909894261,0.103,0.128,1
"ENSMUSG00000024513.16",0.0996791001991454,-0.555650685388251,0.164,0.193,1
"ENSMUSG00000034158.9",0.0823127215417753,-0.556255121852015,0.07,0.095,1
"ENSMUSG00000110841.1",0.0489794687608963,-0.556324436570165,0.18,0.217,1
"ENSMUSG00000025757.13",0.756618907602142,-0.558539509584994,0.055,0.058,1
"ENSMUSG00000000326.13",0.157089240446062,-0.559394367443261,0.051,0.07,1
"ENSMUSG00000059013.12",0.318078034245336,-0.559801191878521,0.097,0.111,1
"ENSMUSG00000018442.13",0.0254393164890806,-0.559943490256805,0.083,0.12,1
"ENSMUSG00000021621.15",0.237775424067099,-0.560306941476916,0.138,0.156,1
"ENSMUSG00000029338.13",0.0580975107694606,-0.56148085830378,0.066,0.094,1
"ENSMUSG00000025809.15",0.131815559729925,-0.562614303370347,0.081,0.104,1
"ENSMUSG00000002728.14",0.00335340663413644,-0.562791477783321,0.05,0.092,1
"ENSMUSG00000027742.13",0.0844204460626055,-0.5634079197579,0.037,0.057,1
"ENSMUSG00000035545.13",0.0475015653131682,-0.56384845022118,0.05,0.076,1
"ENSMUSG00000039568.6",0.0796583763753779,-0.564149936847207,0.077,0.104,1
"ENSMUSG00000024955.15",0.248594513456895,-0.564477944934264,0.074,0.09,1
"ENSMUSG00000045435.9",0.118142523223459,-0.564575506410785,0.088,0.112,1
"ENSMUSG00000032594.11",0.0385600240520615,-0.565685917215302,0.101,0.137,1
"ENSMUSG00000060152.14",0.463203506156559,-0.565762005723333,0.079,0.089,1
"ENSMUSG00000037960.11",5.60231610893213e-05,-0.566177476780669,0.403,0.479,1
"ENSMUSG00000016619.10",0.584010606966368,-0.566611022665084,0.046,0.052,1
"ENSMUSG00000001100.10",0.120490126796848,-0.566612947216884,0.05,0.071,1
"ENSMUSG00000027889.17",0.209374481784913,-0.566990390556796,0.051,0.067,1
"ENSMUSG00000025025.14",0.00415348263116449,-0.567555834737347,0.149,0.208,1
"ENSMUSG00000034083.16",0.108613607043688,-0.56779908442449,0.108,0.135,1
"ENSMUSG00000034928.16",0.087679326945266,-0.568058762376459,0.099,0.128,1
"ENSMUSG00000070315.12",0.287098943959103,-0.568074783115742,0.039,0.051,1
"ENSMUSG00000042167.6",0.0898134613184437,-0.568152214120126,0.096,0.123,1
"ENSMUSG00000051185.9",0.086844538852064,-0.568849659959368,0.149,0.178,1
"ENSMUSG00000029098.17",0.406118713960802,-0.569240452937061,0.149,0.159,1
"ENSMUSG00000021384.14",0.197162642487187,-0.569709636345745,0.107,0.127,1
"ENSMUSG00000003269.17",0.0634296536069968,-0.570864308412064,0.097,0.129,1
"ENSMUSG00000029432.12",0.051566954221647,-0.571743488260381,0.151,0.185,1
"ENSMUSG00000042265.13",0.0501698547590973,-0.572934072577872,0.184,0.221,1
"ENSMUSG00000017802.14",0.79044610073484,-0.574133243694827,0.048,0.051,1
"ENSMUSG00000029686.15",0.0549477383562155,-0.574496431435744,0.085,0.116,1
"ENSMUSG00000054387.13",0.134431852855508,-0.575349158970675,0.101,0.126,1
"ENSMUSG00000022664.11",0.0154396456786253,-0.575763460043565,0.171,0.217,1
"ENSMUSG00000042854.9",0.136077759361355,-0.575788326026984,0.042,0.061,1
"ENSMUSG00000027782.10",0.460369407635837,-0.575941296324664,0.053,0.062,1
"ENSMUSG00000056211.13",0.330801750089976,-0.576155926281101,0.055,0.067,1
"ENSMUSG00000006705.13",0.121877608994714,-0.576949180369721,0.037,0.055,1
"ENSMUSG00000020064.9",0.019214095090893,-0.57760694733322,0.142,0.186,1
"ENSMUSG00000061833.6",0.0552724547264076,-0.577664205759493,0.101,0.135,1
"ENSMUSG00000005804.14",0.411626629010527,-0.578148016569266,0.083,0.093,1
"ENSMUSG00000034449.7",0.297120571176789,-0.579716476631376,0.066,0.08,1
"ENSMUSG00000109209.1",0.129843050975996,-0.579972173090628,0.243,0.266,1
